vehicle,brand,model,category,sales,year,month,source
Kia Soul,Kia,Soul,bev,117,2017,1,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,53,2017,1,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,210,2017,1,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,52,2017,1,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,55,2017,1,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,772,2017,1,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,177,2017,1,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,2,2017,1,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,15,2017,1,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1200,2017,1,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1000,2017,1,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1366,2017,1,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,332,2017,1,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,96,2017,1,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,400,2017,2,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,144,2017,2,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,35,2017,2,hybridcars.com
BMW i3,BMW,i3,bev,318,2017,2,hybridcars.com
BMW i8,BMW,i8,phev,58,2017,2,hybridcars.com
BMW X5,BMW,X5,phev,275,2017,2,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,952,2017,2,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,4,2017,2,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1820,2017,2,hybridcars.com
Fiat 500e,Fiat,500e,bev,283,2017,2,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,639,2017,2,hybridcars.com
Ford Focus,Ford,Focus,bev,228,2017,2,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,837,2017,2,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,250,2017,2,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,61,2017,2,hybridcars.com
Kia Soul,Kia,Soul,bev,152,2017,2,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,56,2017,2,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,51,2017,2,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,59,2017,2,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,51,2017,2,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,1,2017,2,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1037,2017,2,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,121,2017,2,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,1,2017,2,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,22,2017,2,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1700,2017,2,hybridcars.com
Tesla Model X,Tesla,Model X,bev,800,2017,2,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1362,2017,2,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,293,2017,2,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,83,2017,2,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,414,2017,3,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,365,2017,3,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,42,2017,3,hybridcars.com
BMW i3,BMW,i3,bev,703,2017,3,hybridcars.com
BMW i8,BMW,i8,phev,49,2017,3,hybridcars.com
BMW X5,BMW,X5,phev,397,2017,3,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,2,2017,3,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,978,2017,3,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,3,2017,3,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,2132,2017,3,hybridcars.com
Fiat 500e,Fiat,500e,bev,418,2017,3,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,662,2017,3,hybridcars.com
Ford Focus,Ford,Focus,bev,407,2017,3,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,1002,2017,3,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,275,2017,3,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,70,2017,3,hybridcars.com
Kia Soul,Kia,Soul,bev,171,2017,3,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,50,2017,3,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,17,2017,3,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,47,2017,3,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,60,2017,3,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,3,2017,3,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1478,2017,3,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,126,2017,3,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,3,2017,3,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,13,2017,3,hybridcars.com
Tesla Model S,Tesla,Model S,bev,3100,2017,3,hybridcars.com
Tesla Model X,Tesla,Model X,bev,2500,2017,3,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1618,2017,3,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,342,2017,3,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,103,2017,3,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,301,2017,4,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,260,2017,4,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,123,2017,4,hybridcars.com
BMW i3,BMW,i3,bev,516,2017,4,hybridcars.com
BMW i8,BMW,i8,phev,23,2017,4,hybridcars.com
BMW X5,BMW,X5,phev,291,2017,4,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,6,2017,4,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,2,2017,4,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1292,2017,4,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,1,2017,4,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1807,2017,4,hybridcars.com
Fiat 500e,Fiat,500e,bev,300,2017,4,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,720,2017,4,hybridcars.com
Ford Focus,Ford,Focus,bev,125,2017,4,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,905,2017,4,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,19,2017,4,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,300,2017,4,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,86,2017,4,hybridcars.com
Kia Soul,Kia,Soul,bev,167,2017,4,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,66,2017,4,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,3,2017,4,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,36,2017,4,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,81,2017,4,hybridcars.com
Mitsubishi i-Mi,Mitsubishi,i-Mi,bev,2,2017,4,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1063,2017,4,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,185,2017,4,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,2,2017,4,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,3,2017,4,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1200,2017,4,hybridcars.com
Tesla Model X,Tesla,Model X,bev,900,2017,4,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1819,2017,4,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,307,2017,4,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,145,2017,4,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,294,2017,5,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,475,2017,5,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,147,2017,5,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,33,2017,5,hybridcars.com
BMW i3,BMW,i3,bev,506,2017,5,hybridcars.com
BMW i8,BMW,i8,phev,18,2017,5,hybridcars.com
BMW X5,BMW,X5,phev,433,2017,5,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,16,2017,5,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1566,2017,5,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1817,2017,5,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,800,2017,5,hybridcars.com
Fiat 500e,Fiat,500e,bev,310,2017,5,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,950,2017,5,hybridcars.com
Ford Focus,Ford,Focus,bev,132,2017,5,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,1000,2017,5,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,75,2017,5,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,225,2017,5,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,85,2017,5,hybridcars.com
Kia Soul,Kia,Soul,bev,129,2017,5,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,46,2017,5,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,7,2017,5,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,33,2017,5,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,83,2017,5,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1392,2017,5,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,174,2017,5,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,1,2017,5,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1700,2017,5,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1800,2017,5,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1908,2017,5,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,381,2017,5,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,146,2017,5,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,324,2017,6,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,496,2017,6,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,239,2017,6,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,52,2017,6,hybridcars.com
BMW i3,BMW,i3,bev,567,2017,6,hybridcars.com
BMW i8,BMW,i8,phev,22,2017,6,hybridcars.com
BMW X5,BMW,X5,phev,488,2017,6,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,20,2017,6,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,7,2017,6,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1642,2017,6,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,1,2017,6,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1745,2017,6,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,350,2017,6,hybridcars.com
Fiat 500e,Fiat,500e,bev,249,2017,6,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,936,2017,6,hybridcars.com
Ford Focus,Ford,Focus,bev,110,2017,6,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,707,2017,6,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,58,2017,6,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,175,2017,6,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,78,2017,6,hybridcars.com
Kia Soul,Kia,Soul,bev,100,2017,6,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,46,2017,6,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,41,2017,6,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,81,2017,6,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,10,2017,6,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1506,2017,6,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,195,2017,6,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,3,2017,6,hybridcars.com
Tesla Model S,Tesla,Model S,bev,2200,2017,6,hybridcars.com
Tesla Model X,Tesla,Model X,bev,2100,2017,6,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1619,2017,6,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,232,2017,6,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,202,2017,6,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,218,2017,7,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,387,2017,7,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,343,2017,7,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,80,2017,7,hybridcars.com
BMW i3,BMW,i3,bev,601,2017,7,hybridcars.com
BMW i8,BMW,i8,phev,55,2017,7,hybridcars.com
BMW X5,BMW,X5,phev,463,2017,7,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,22,2017,7,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,2,2017,7,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,1971,2017,7,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,1,2017,7,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1518,2017,7,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,125,2017,7,hybridcars.com
Fiat 500e,Fiat,500e,bev,257,2017,7,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,844,2017,7,hybridcars.com
Ford Focus,Ford,Focus,bev,148,2017,7,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,703,2017,7,hybridcars.com
Honda Clarity B,Honda,Clarity B,bev,34,2017,7,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,43,2017,7,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,200,2017,7,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,130,2017,7,hybridcars.com
Kia Soul,Kia,Soul,bev,145,2017,7,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,81,2017,7,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,112,2017,7,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,27,2017,7,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,124,2017,7,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,75,2017,7,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1283,2017,7,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,160,2017,7,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,30,2017,7,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1500,2017,7,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1400,2017,7,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1645,2017,7,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,308,2017,7,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,174,2017,7,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,129,2017,8,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,409,2017,8,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,345,2017,8,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,39,2017,8,hybridcars.com
BMW i3,BMW,i3,bev,504,2017,8,hybridcars.com
BMW i8,BMW,i8,phev,29,2017,8,hybridcars.com
BMW X5,BMW,X5,phev,317,2017,8,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,23,2017,8,hybridcars.com
Cadillac ELR,Cadillac,ELR,phev,1,2017,8,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2107,2017,8,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1445,2017,8,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,400,2017,8,hybridcars.com
Fiat 500e,Fiat,500e,bev,234,2017,8,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,705,2017,8,hybridcars.com
Ford Focus,Ford,Focus,bev,131,2017,8,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,762,2017,8,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,66,2017,8,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,200,2017,8,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,182,2017,8,hybridcars.com
Kia Soul,Kia,Soul,bev,300,2017,8,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,58,2017,8,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,212,2017,8,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,23,2017,8,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,32,2017,8,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,86,2017,8,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1154,2017,8,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,178,2017,8,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,1,2017,8,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,94,2017,8,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,70,2017,8,hybridcars.com
Tesla Model S,Tesla,Model S,bev,2100,2017,8,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1700,2017,8,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1820,2017,8,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,317,2017,8,hybridcars.com
Volvo XC60,Volvo,XC60,phev,65,2017,8,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,265,2017,8,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,85,2017,9,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,329,2017,9,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,511,2017,9,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,43,2017,9,hybridcars.com
BMW i3,BMW,i3,bev,538,2017,9,hybridcars.com
BMW i8,BMW,i8,phev,27,2017,9,hybridcars.com
BMW X5,BMW,X5,phev,333,2017,9,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,27,2017,9,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2632,2017,9,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1453,2017,9,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,450,2017,9,hybridcars.com
Fiat 500e,Fiat,500e,bev,305,2017,9,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,683,2017,9,hybridcars.com
Ford Focus,Ford,Focus,bev,131,2017,9,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,763,2017,9,hybridcars.com
Honda Clarity B,Honda,Clarity B,bev,52,2017,9,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,36,2017,9,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,175,2017,9,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,228,2017,9,hybridcars.com
Kia Soul,Kia,Soul,bev,255,2017,9,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,87,2017,9,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,126,2017,9,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,14,2017,9,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,35,2017,9,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,80,2017,9,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,1055,2017,9,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,124,2017,9,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,1,2017,9,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,123,2017,9,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,120,2017,9,hybridcars.com
Tesla Model S,Tesla,Model S,bev,4500,2017,9,hybridcars.com
Tesla Model X,Tesla,Model X,bev,3400,2017,9,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1899,2017,9,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,187,2017,9,hybridcars.com
Volvo XC60,Volvo,XC60,phev,97,2017,9,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,236,2017,9,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,17,2017,10,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,307,2017,10,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,596,2017,10,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,55,2017,10,hybridcars.com
BMW i3,BMW,i3,bev,686,2017,10,hybridcars.com
BMW i8,BMW,i8,phev,33,2017,10,hybridcars.com
BMW X5,BMW,X5,phev,329,2017,10,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,27,2017,10,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2781,2017,10,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1362,2017,10,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,152,2017,10,hybridcars.com
Fiat 500e,Fiat,500e,bev,240,2017,10,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,569,2017,10,hybridcars.com
Ford Focus,Ford,Focus,bev,115,2017,10,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,741,2017,10,hybridcars.com
Honda Clarity B,Honda,Clarity B,bev,34,2017,10,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,28,2017,10,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,110,2017,10,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,235,2017,10,hybridcars.com
Kia Soul,Kia,Soul,bev,210,2017,10,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,59,2017,10,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,49,2017,10,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,8,2017,10,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,16,2017,10,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,56,2017,10,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,213,2017,10,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,73,2017,10,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,2,2017,10,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,73,2017,10,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,150,2017,10,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1100,2017,10,hybridcars.com
Tesla Model X,Tesla,Model X,bev,900,2017,10,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1626,2017,10,hybridcars.com
Volkswagen e-Golf,Volkswagen,e-Golf,bev,203,2017,10,hybridcars.com
Volvo S90 Plug In,Volvo,S90 Plug In,phev,28,2017,10,hybridcars.com
Volvo XC60,Volvo,XC60,phev,100,2017,10,hybridcars.com
Volvo XC90 Plug In,Volvo,XC90 Plug In,phev,174,2017,10,hybridcars.com
Audi A3 Plug In,Audi,A3 Plug In,phev,38,2017,11,hybridcars.com
BMW 3-Series Plug in,BMW,3-Series Plug in,phev,477,2017,11,hybridcars.com
BMW 5-Series Plug in,BMW,5-Series Plug in,phev,872,2017,11,hybridcars.com
BMW 7-Series Plug in,BMW,7-Series Plug in,phev,120,2017,11,hybridcars.com
BMW i3,BMW,i3,bev,283,2017,11,hybridcars.com
BMW i8,BMW,i8,phev,44,2017,11,hybridcars.com
BMW X5,BMW,X5,phev,929,2017,11,hybridcars.com
Cadillac CT6,Cadillac,CT6,phev,29,2017,11,hybridcars.com
Chevrolet Bolt,Chevrolet,Bolt,bev,2987,2017,11,hybridcars.com
Chevrolet Spark,Chevrolet,Spark,bev,7,2017,11,hybridcars.com
Chevrolet Volt,Chevrolet,Volt,phev,1702,2017,11,hybridcars.com
Chrysler Pacifica,Chrysler,Pacifica,phev,264,2017,11,hybridcars.com
Fiat 500e,Fiat,500e,bev,235,2017,11,hybridcars.com
Ford C-Max Energi,Ford,C-Max Energi,phev,523,2017,11,hybridcars.com
Ford Focus,Ford,Focus,bev,121,2017,11,hybridcars.com
Ford Fusion Energi,Ford,Fusion Energi,phev,731,2017,11,hybridcars.com
Honda Clarity B,Honda,Clarity B,bev,464,2017,11,hybridcars.com
Hyundai Ioniq,Hyundai,Ioniq,bev,23,2017,11,hybridcars.com
Hyundai Sonata Plug In,Hyundai,Sonata Plug In,phev,91,2017,11,hybridcars.com
Kia Optima Plug In,Kia,Optima Plug In,phev,213,2017,11,hybridcars.com
Kia Soul,Kia,Soul,bev,207,2017,11,hybridcars.com
Mercedes B-Class Electric,Mercedes,B-Class Electric,bev,31,2017,11,hybridcars.com
Mercedes C350We Plug-in,Mercedes,C350We Plug-in,phev,16,2017,11,hybridcars.com
Mercedes GLE 550e,Mercedes,GLE 550e,phev,41,2017,11,hybridcars.com
Mercedes S550 Plug In,Mercedes,S550 Plug In,phev,22,2017,11,hybridcars.com
Mini Countryman Plug In,Mini,Countryman Plug In,phev,96,2017,11,hybridcars.com
Nissan Leaf,Nissan,Leaf,bev,175,2017,11,hybridcars.com
Porsche Cayenne S-E,Porsche,Cayenne S-E,phev,38,2017,11,hybridcars.com
Porsche Panamera S-E,Porsche,Panamera S-E,phev,5,2017,11,hybridcars.com
Smart Fortwo,Smart,Fortwo,bev,68,2017,11,hybridcars.com
Tesla Model 3,Tesla,Model 3,bev,350,2017,11,hybridcars.com
Tesla Model S,Tesla,Model S,bev,1400,2017,11,hybridcars.com
Tesla Model X,Tesla,Model X,bev,1800,2017,11,hybridcars.com
Toyota Prius Prime,Toyota,Prius Prime,phev,1834,2017,11,hybridcars.com
